File Name,Model Name,Frame,Dust Pixel Ratio,PM30,PM10,PM4,PM2.5,PM1
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,0,0.37950694708176597,3.052867189280192,2.2630984990061065,1.3582644910035309,1.1356098213808035,1.0745160768815027
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,1,0.45350764710226177,3.1028176617940266,2.31315257249997,1.398113867964568,1.170456751020455,1.1078237919607279
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,2,0.44465247888133363,3.0968404232449003,2.307162936715334,1.393345359877598,1.16628685230522,1.1038380807444883
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,3,0.44806657014069734,3.0991449348449707,2.309472228043168,1.3951838480207654,1.1678945478792544,1.105374763220328
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,4,0.452782600308642,3.1023282552083336,2.3126621508487655,1.3977234302662036,1.1701153264853394,1.1074974483989197
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,5,0.45658048778894994,3.104891829257541,2.315231041940446,1.3997685926743495,1.1719037516998165,1.1092068775538064
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,6,0.453906669818535,3.103087002127511,2.313422471465257,1.398328741697281,1.170644650817548,1.1080033920853225
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,7,0.434605680866006,3.090058834584554,2.3003672825377666,1.3879351591463442,1.1615558151198022,1.0993160169577894
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,8,0.4294834634077075,3.0866013378002024,2.2969026146489737,1.3851768450450503,1.1591437629186894,1.097010506879809
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,9,0.4195375795717593,3.0798878662109375,2.290175218822338,1.3798209865993922,1.1544602462203415,1.0925338645652487
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,10,0.43357114438657407,3.0893605224609373,2.299667522063079,1.38737806125217,1.1610686518916378,1.0988503720883969
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,11,0.45106098190747174,3.1011661627875435,2.3114976481622143,1.3967963387571734,1.1693046163802283,1.106722547956553
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,12,0.44216098767286915,3.0951586666791866,2.305477692061929,1.39200369186184,1.1651136090951542,1.1027166605515584
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,13,0.42158349523258376,3.081268859281994,2.2915590761753197,1.3809227121827463,1.1554236679050236,1.093454731204186
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,14,0.42245968163258746,3.0818602851019965,2.2921517286562825,1.3813945385591482,1.1558362640807853,1.0938491027028276
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,15,0.42656057852285884,3.08462839050293,2.294925575312862,1.3836028715345594,1.1577673764264143,1.0956949163931387
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,16,0.4222240572661356,3.0817012386546416,2.2919923523348142,1.381267654837814,1.1557253085666233,1.0937430481754875
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,17,0.4169871640303498,3.078166335720486,2.288450117750129,1.3784475878303433,1.1532592555418917,1.0913859225300604
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,18,0.41453428311809615,3.076510641104715,2.2867909891010805,1.3771267114590946,1.1521041939203114,1.090281880831455
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,19,0.41591973952305167,3.07744582417806,2.2877281118133923,1.3778727797331634,1.1527566053414051,1.0909054747593254
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,20,0.4123004462563382,3.0750028012230284,2.2852800218477873,1.375923790309038,1.1510522801421097,1.0892764308599778
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,21,0.4192280196715418,3.0796789132782907,2.289965832505831,1.379654288593125,1.154314474463329,1.0923945316541608
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,22,0.4355505443169619,3.090696617413949,2.3010063881759932,1.3884439681146838,1.1620007513188573,1.0997412999970644
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,23,0.446837876559285,3.0983155666775173,2.3086411397047004,1.3945221965271748,1.1673159560717672,1.104821728239334
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,24,0.45521101586612656,3.1039674357096354,2.3143047311318483,1.399031132043909,1.1712588673713589,1.1085904782413436
MVI_9356.MP4,DeepLabV3-MobileNet-V3-Large,25,0.46257382761492455,3.108937333640074,2.319284936998735,1.4029960061706368,1.174726015423868,1.1119044798094775
