File Name,Model Name,Frame,Dust Pixel Ratio,PM30,PM10,PM4,PM2.5,PM1
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,0,0.0023611011328520596,2.7982937432646753,2.0079970488062613,1.1551714529600408,0.95801184252346,0.9047627316198966
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,1,0.004250126856344717,2.799568835628033,2.0092747858056317,1.1561886933121415,0.9589013847366527,0.9056129820980408
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,2,0.006137573179394129,2.800842861896091,2.0105514544985423,1.1572050831571037,0.9597901832101766,0.9064625216880452
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,3,0.007094050631111051,2.8014884841759997,2.011198415846884,1.1577201462648532,0.9602405884421902,0.906893032189063
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,4,0.007628435558742947,2.8018491940021515,2.011559873811934,1.158007912548383,0.9604922303046121,0.9071335588449901
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,5,0.007858474068190334,2.8020044699960285,2.0117154718597243,1.1581317882857205,0.9606005554387108,0.9072370991780924
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,6,0.007987466438737496,2.8020915398461477,2.011802722299162,1.15820125067726,0.9606612979460014,0.9072951586440757
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,7,0.00792267366691872,2.80204780472517,2.011758896468304,1.1581663597696357,0.960630787029752,0.9072659954174801
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,8,0.007805709812703282,2.8019688541235745,2.0116797821173127,1.1581033747341407,0.9605757087508019,0.9072133499866977
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,9,0.007702871605202004,2.8018994383335114,2.0116102223537586,1.1580479963594013,0.9605272822388896,0.9071670625095014
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,10,0.007616682084722551,2.801841260407188,2.0115519237621067,1.158001583302623,0.9604866955936958,0.9071282686063336
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,11,0.0075669082594506535,2.801807663075129,2.0115182567466925,1.157974780097714,0.9604632570993753,0.9071058654075786
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,12,0.007894997809574023,2.8020291235214625,2.011740176518396,1.1581514563204556,0.9606177544685284,0.9072535385140892
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,13,0.007975499255737088,2.8020834619976225,2.0117946276965806,1.1581948063492145,0.9606556625995266,0.9072897722150072
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,14,0.00805423720873923,2.802136610115899,2.0118478860479914,1.158237206736906,0.9606927403015952,0.9073252121676535
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,15,0.007957480571888111,2.8020712993860246,2.011782439858825,1.1581851032879618,0.9606471776013021,0.9072816620054068
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,16,0.007870380481949905,2.8020125068253163,2.0117235253579913,1.15813819988953,0.9606061621689502,0.9072424582549256
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,17,0.008068195913390695,2.802146032241539,2.0118573277158176,1.158244723499361,0.9606993134556157,0.907331494980617
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,18,0.00823943935639677,2.8022616215655676,2.011973156780667,1.1583369380934196,0.9607799519929272,0.9074085716543141
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,19,0.00835315916273329,2.802338382434845,2.012050076857673,1.1583981762091318,0.9608335026497311,0.9074597569391462
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,20,0.010137875314182145,2.803543065837073,2.013257258862513,1.159359245856687,0.9616739254854484,0.9082630576789134
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,21,0.011930045054015086,2.80475278041146,2.014469482474536,1.160324329261587,0.9625178582159357,0.9090697132788121
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,22,0.013483208222729635,2.8058011655503425,2.0155200420418544,1.1611607076279398,0.9632492427520833,0.9097687920210505
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,23,0.01444885956407084,2.806452980205748,2.0161732086091377,1.161680710875252,0.9637039679687209,0.9102034316897882
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,24,0.015473223085756653,2.807144425582886,2.016866088095206,1.16223233063168,0.9641863407510828,0.910664497710899
Video_multiple views.mp4,Lraspp-MobileNet-V3-Large,25,0.015336916091208895,2.807052418361566,2.0167738900440937,1.162158929315116,0.9641221537873502,0.9106031459326531
